frequency,raw,error,smoothed,error_smoothed,equalization,fixed_band_eq,equalized_raw,equalized_smoothed,target
20.00,5.10,-1.57,5.10,-1.57,1.57,-0.11,6.67,6.67,6.67
20.20,5.12,-1.55,5.12,-1.55,1.55,-0.11,6.67,6.67,6.67
20.40,5.13,-1.54,5.14,-1.53,1.53,-0.12,6.66,6.66,6.67
20.61,5.16,-1.50,5.16,-1.51,1.51,-0.12,6.66,6.66,6.66
20.81,5.18,-1.48,5.17,-1.49,1.49,-0.12,6.66,6.66,6.66
21.02,5.19,-1.47,5.19,-1.46,1.46,-0.12,6.65,6.66,6.66
21.23,5.21,-1.45,5.21,-1.44,1.44,-0.13,6.65,6.65,6.66
21.44,5.23,-1.42,5.23,-1.42,1.42,-0.13,6.65,6.65,6.65
21.66,5.25,-1.40,5.25,-1.40,1.40,-0.13,6.65,6.65,6.65
21.87,5.27,-1.39,5.27,-1.38,1.39,-0.14,6.66,6.66,6.66
22.09,5.29,-1.37,5.29,-1.36,1.37,-0.14,6.66,6.66,6.66
22.31,5.31,-1.34,5.31,-1.35,1.35,-0.14,6.66,6.66,6.65
22.54,5.33,-1.33,5.32,-1.33,1.33,-0.14,6.66,6.65,6.66
22.76,5.34,-1.32,5.34,-1.31,1.31,-0.15,6.65,6.65,6.66
22.99,5.36,-1.30,5.36,-1.29,1.29,-0.15,6.65,6.65,6.66
23.22,5.39,-1.26,5.38,-1.27,1.27,-0.15,6.66,6.65,6.65
23.45,5.41,-1.24,5.41,-1.24,1.25,-0.16,6.66,6.66,6.65
23.69,5.42,-1.23,5.42,-1.23,1.23,-0.16,6.65,6.65,6.65
23.92,5.44,-1.21,5.44,-1.21,1.21,-0.16,6.65,6.65,6.65
24.16,5.45,-1.20,5.45,-1.19,1.19,-0.17,6.64,6.64,6.65
24.40,5.47,-1.17,5.47,-1.18,1.17,-0.17,6.64,6.64,6.64
24.65,5.48,-1.16,5.48,-1.16,1.15,-0.18,6.63,6.64,6.64
24.89,5.50,-1.14,5.50,-1.13,1.14,-0.18,6.64,6.64,6.64
25.14,5.52,-1.11,5.51,-1.12,1.12,-0.18,6.64,6.63,6.63
25.39,5.53,-1.10,5.53,-1.10,1.10,-0.19,6.63,6.63,6.63
25.65,5.54,-1.08,5.54,-1.08,1.08,-0.19,6.62,6.62,6.62
25.91,5.56,-1.06,5.56,-1.06,1.06,-0.20,6.61,6.61,6.62
26.16,5.57,-1.04,5.57,-1.04,1.04,-0.20,6.61,6.61,6.61
26.43,5.59,-1.02,5.59,-1.01,1.02,-0.21,6.61,6.61,6.61
26.69,5.61,-0.99,5.60,-0.99,1.00,-0.21,6.61,6.60,6.60
26.96,5.62,-0.97,5.62,-0.98,0.98,-0.21,6.60,6.60,6.59
27.23,5.63,-0.97,5.63,-0.96,0.96,-0.22,6.59,6.60,6.60
27.50,5.65,-0.94,5.64,-0.95,0.94,-0.22,6.59,6.59,6.59
27.77,5.66,-0.93,5.66,-0.93,0.93,-0.23,6.59,6.59,6.59
28.05,5.67,-0.92,5.67,-0.91,0.91,-0.23,6.58,6.58,6.59
28.33,5.69,-0.89,5.69,-0.89,0.89,-0.24,6.58,6.58,6.58
28.62,5.70,-0.87,5.70,-0.87,0.87,-0.25,6.57,6.57,6.57
28.90,5.72,-0.85,5.72,-0.85,0.85,-0.25,6.57,6.57,6.57
29.19,5.73,-0.83,5.73,-0.83,0.83,-0.26,6.56,6.56,6.56
29.48,5.74,-0.81,5.74,-0.81,0.81,-0.26,6.55,6.55,6.55
29.78,5.75,-0.79,5.75,-0.79,0.79,-0.27,6.54,6.54,6.54
30.08,5.77,-0.76,5.77,-0.77,0.77,-0.27,6.54,6.53,6.53
30.38,5.78,-0.75,5.78,-0.75,0.75,-0.28,6.53,6.53,6.53
30.68,5.80,-0.73,5.80,-0.73,0.73,-0.29,6.53,6.53,6.53
30.99,5.81,-0.71,5.81,-0.71,0.72,-0.29,6.53,6.52,6.52
31.30,5.82,-0.70,5.82,-0.70,0.70,-0.30,6.52,6.52,6.52
31.61,5.82,-0.69,5.82,-0.69,0.68,-0.31,6.50,6.51,6.51
31.93,5.83,-0.67,5.83,-0.67,0.67,-0.32,6.50,6.50,6.50
32.24,5.84,-0.65,5.84,-0.65,0.65,-0.32,6.49,6.49,6.49
32.57,5.85,-0.63,5.85,-0.63,0.63,-0.33,6.48,6.47,6.48
32.89,5.86,-0.61,5.86,-0.61,0.60,-0.34,6.46,6.46,6.47
33.22,5.87,-0.58,5.87,-0.58,0.58,-0.35,6.45,6.45,6.45
33.55,5.89,-0.55,5.88,-0.55,0.55,-0.35,6.44,6.44,6.44
33.89,5.90,-0.53,5.90,-0.53,0.53,-0.36,6.43,6.43,6.43
34.23,5.91,-0.50,5.91,-0.50,0.50,-0.37,6.41,6.41,6.41
34.57,5.93,-0.47,5.93,-0.47,0.48,-0.38,6.40,6.40,6.40
34.92,5.94,-0.45,5.94,-0.45,0.45,-0.39,6.39,6.39,6.39
35.27,5.95,-0.43,5.95,-0.43,0.43,-0.40,6.38,6.38,6.38
35.62,5.96,-0.41,5.96,-0.41,0.41,-0.41,6.37,6.37,6.37
35.97,5.97,-0.38,5.97,-0.39,0.39,-0.42,6.36,6.35,6.35
36.33,5.97,-0.37,5.97,-0.37,0.37,-0.43,6.34,6.34,6.34
36.70,5.97,-0.35,5.97,-0.35,0.35,-0.44,6.32,6.32,6.32
37.06,5.97,-0.33,5.97,-0.33,0.33,-0.45,6.30,6.30,6.30
37.43,5.97,-0.31,5.97,-0.31,0.31,-0.46,6.28,6.28,6.28
37.81,5.97,-0.29,5.97,-0.29,0.29,-0.47,6.26,6.26,6.26
38.19,5.97,-0.27,5.97,-0.27,0.27,-0.48,6.24,6.24,6.24
38.57,5.97,-0.25,5.97,-0.25,0.25,-0.50,6.22,6.22,6.22
38.95,5.97,-0.23,5.97,-0.23,0.23,-0.51,6.20,6.20,6.20
39.34,5.97,-0.21,5.97,-0.21,0.21,-0.52,6.18,6.18,6.18
39.74,5.97,-0.19,5.97,-0.19,0.19,-0.53,6.16,6.16,6.16
40.14,5.97,-0.17,5.97,-0.17,0.16,-0.55,6.13,6.13,6.14
40.54,5.97,-0.14,5.97,-0.14,0.14,-0.56,6.11,6.11,6.11
40.94,5.97,-0.12,5.97,-0.12,0.12,-0.58,6.08,6.08,6.09
41.35,5.97,-0.09,5.97,-0.09,0.09,-0.59,6.06,6.06,6.06
41.76,5.97,-0.06,5.97,-0.06,0.06,-0.61,6.03,6.03,6.03
42.18,5.97,-0.03,5.97,-0.03,0.03,-0.62,6.00,6.00,6.00
42.60,5.97,0.00,5.97,-0.00,0.01,-0.64,5.97,5.97,5.97
43.03,5.97,0.02,5.97,0.02,-0.02,-0.65,5.94,5.94,5.95
43.46,5.97,0.05,5.97,0.05,-0.06,-0.67,5.91,5.91,5.92
43.90,5.97,0.08,5.97,0.08,-0.09,-0.69,5.88,5.88,5.89
44.33,5.97,0.12,5.97,0.12,-0.12,-0.70,5.85,5.85,5.85
44.78,5.97,0.15,5.97,0.15,-0.15,-0.72,5.82,5.82,5.82
45.23,5.97,0.19,5.97,0.19,-0.19,-0.74,5.78,5.78,5.78
45.68,5.97,0.22,5.97,0.22,-0.22,-0.76,5.75,5.75,5.75
46.13,5.97,0.26,5.97,0.26,-0.26,-0.78,5.71,5.71,5.71
46.60,5.96,0.28,5.96,0.29,-0.29,-0.80,5.67,5.67,5.68
47.06,5.96,0.33,5.96,0.33,-0.33,-0.82,5.63,5.63,5.63
47.53,5.96,0.36,5.96,0.36,-0.36,-0.84,5.60,5.60,5.60
48.01,5.96,0.40,5.96,0.40,-0.40,-0.86,5.56,5.56,5.56
48.49,5.96,0.43,5.96,0.43,-0.43,-0.88,5.52,5.52,5.53
48.97,5.95,0.47,5.95,0.47,-0.47,-0.91,5.48,5.48,5.48
49.46,5.94,0.51,5.94,0.51,-0.50,-0.93,5.44,5.44,5.43
49.96,5.93,0.54,5.93,0.54,-0.54,-0.95,5.39,5.39,5.39
50.46,5.91,0.57,5.91,0.57,-0.57,-0.98,5.34,5.34,5.34
50.96,5.89,0.60,5.89,0.60,-0.60,-1.00,5.29,5.29,5.29
51.47,5.88,0.63,5.88,0.63,-0.63,-1.03,5.24,5.24,5.25
51.99,5.86,0.67,5.86,0.67,-0.67,-1.05,5.19,5.19,5.19
52.51,5.85,0.70,5.85,0.71,-0.71,-1.08,5.14,5.14,5.15
53.03,5.84,0.75,5.84,0.75,-0.75,-1.10,5.09,5.09,5.09
53.56,5.84,0.79,5.84,0.79,-0.80,-1.13,5.04,5.04,5.05
54.10,5.83,0.84,5.83,0.84,-0.85,-1.16,4.98,4.99,4.99
54.64,5.83,0.90,5.83,0.90,-0.90,-1.18,4.93,4.93,4.93
55.18,5.83,0.96,5.82,0.95,-0.95,-1.21,4.87,4.87,4.87
55.74,5.82,1.01,5.82,1.01,-1.01,-1.24,4.81,4.81,4.81
56.29,5.82,1.06,5.82,1.07,-1.07,-1.27,4.75,4.76,4.76
56.86,5.82,1.13,5.81,1.12,-1.12,-1.30,4.70,4.69,4.69
57.42,5.81,1.18,5.81,1.18,-1.17,-1.32,4.63,4.63,4.63
58.00,5.79,1.22,5.79,1.23,-1.23,-1.35,4.56,4.57,4.57
58.58,5.78,1.28,5.78,1.28,-1.28,-1.38,4.50,4.50,4.50
59.16,5.76,1.33,5.76,1.33,-1.33,-1.41,4.43,4.43,4.43
59.76,5.74,1.38,5.74,1.38,-1.38,-1.44,4.36,4.36,4.36
60.35,5.72,1.43,5.72,1.43,-1.43,-1.47,4.29,4.29,4.29
60.96,5.71,1.48,5.71,1.48,-1.48,-1.50,4.23,4.22,4.23
61.57,5.69,1.53,5.69,1.53,-1.54,-1.53,4.15,4.15,4.16
62.18,5.68,1.60,5.68,1.59,-1.59,-1.56,4.08,4.08,4.08
62.80,5.66,1.64,5.66,1.65,-1.65,-1.59,4.01,4.01,4.02
63.43,5.65,1.71,5.65,1.71,-1.71,-1.62,3.94,3.94,3.94
64.07,5.64,1.78,5.63,1.78,-1.77,-1.64,3.86,3.86,3.86
64.71,5.62,1.84,5.62,1.85,-1.84,-1.68,3.78,3.79,3.78
65.35,5.61,1.91,5.61,1.91,-1.90,-1.71,3.71,3.71,3.70
66.01,5.60,1.97,5.59,1.97,-1.96,-1.74,3.63,3.63,3.63
66.67,5.58,2.02,5.58,2.03,-2.03,-1.77,3.55,3.55,3.56
67.33,5.57,2.09,5.57,2.09,-2.10,-1.80,3.47,3.47,3.48
68.01,5.56,2.16,5.55,2.16,-2.17,-1.83,3.39,3.39,3.40
68.69,5.54,2.23,5.54,2.23,-2.23,-1.86,3.30,3.31,3.31
69.37,5.53,2.30,5.53,2.31,-2.30,-1.90,3.23,3.23,3.23
70.07,5.52,2.38,5.52,2.38,-2.37,-1.93,3.15,3.14,3.14
70.77,5.51,2.46,5.51,2.45,-2.44,-1.97,3.07,3.06,3.05
71.48,5.49,2.51,5.49,2.52,-2.51,-2.00,2.98,2.98,2.98
