frequency,raw,error,smoothed,error_smoothed,equalization,fixed_band_eq,equalized_raw,equalized_smoothed,target
20.00,5.10,-1.41,5.10,-1.41,1.41,-0.12,6.51,6.51,6.51
20.20,5.12,-1.39,5.12,-1.39,1.39,-0.12,6.51,6.51,6.51
20.40,5.13,-1.38,5.14,-1.37,1.37,-0.13,6.50,6.50,6.51
20.61,5.16,-1.34,5.16,-1.35,1.35,-0.13,6.50,6.50,6.50
20.81,5.18,-1.32,5.17,-1.32,1.32,-0.13,6.50,6.50,6.50
21.02,5.19,-1.31,5.19,-1.30,1.30,-0.13,6.49,6.50,6.50
21.23,5.21,-1.29,5.21,-1.28,1.28,-0.14,6.49,6.49,6.50
21.44,5.23,-1.26,5.23,-1.26,1.26,-0.14,6.49,6.49,6.49
21.66,5.25,-1.24,5.25,-1.24,1.24,-0.14,6.49,6.49,6.49
21.87,5.27,-1.23,5.27,-1.22,1.23,-0.15,6.49,6.49,6.50
22.09,5.29,-1.21,5.29,-1.20,1.21,-0.15,6.50,6.50,6.50
22.31,5.31,-1.18,5.31,-1.19,1.19,-0.15,6.50,6.50,6.49
22.54,5.33,-1.17,5.32,-1.17,1.17,-0.16,6.50,6.49,6.50
22.76,5.34,-1.16,5.34,-1.15,1.15,-0.16,6.49,6.49,6.50
22.99,5.36,-1.14,5.36,-1.13,1.13,-0.16,6.49,6.49,6.50
23.22,5.39,-1.10,5.38,-1.11,1.11,-0.17,6.50,6.49,6.49
23.45,5.41,-1.08,5.41,-1.08,1.09,-0.17,6.50,6.50,6.49
23.69,5.42,-1.07,5.42,-1.06,1.07,-0.17,6.49,6.49,6.49
23.92,5.44,-1.05,5.44,-1.05,1.05,-0.18,6.49,6.49,6.49
24.16,5.45,-1.04,5.45,-1.03,1.03,-0.18,6.48,6.48,6.49
24.40,5.47,-1.01,5.47,-1.02,1.01,-0.19,6.48,6.48,6.48
24.65,5.48,-1.00,5.48,-1.00,0.99,-0.19,6.47,6.48,6.48
24.89,5.50,-0.98,5.50,-0.97,0.98,-0.19,6.48,6.48,6.48
25.14,5.52,-0.95,5.51,-0.96,0.96,-0.20,6.48,6.47,6.47
25.39,5.53,-0.94,5.53,-0.94,0.94,-0.20,6.47,6.47,6.47
25.65,5.54,-0.92,5.54,-0.92,0.92,-0.21,6.46,6.46,6.46
25.91,5.56,-0.90,5.56,-0.90,0.90,-0.21,6.45,6.45,6.46
26.16,5.57,-0.88,5.57,-0.88,0.88,-0.22,6.44,6.45,6.45
26.43,5.59,-0.86,5.59,-0.85,0.86,-0.22,6.45,6.45,6.45
26.69,5.61,-0.83,5.60,-0.83,0.84,-0.23,6.45,6.44,6.44
26.96,5.62,-0.81,5.62,-0.81,0.82,-0.23,6.44,6.44,6.43
27.23,5.63,-0.81,5.63,-0.80,0.80,-0.24,6.43,6.43,6.44
27.50,5.65,-0.78,5.64,-0.79,0.78,-0.24,6.43,6.43,6.43
27.77,5.66,-0.77,5.66,-0.77,0.77,-0.25,6.42,6.42,6.43
28.05,5.67,-0.76,5.67,-0.75,0.75,-0.25,6.42,6.42,6.43
28.33,5.69,-0.73,5.69,-0.73,0.73,-0.26,6.42,6.42,6.42
28.62,5.70,-0.71,5.70,-0.71,0.71,-0.27,6.41,6.41,6.41
28.90,5.72,-0.69,5.72,-0.69,0.69,-0.27,6.41,6.41,6.41
29.19,5.73,-0.67,5.73,-0.67,0.67,-0.28,6.40,6.40,6.40
29.48,5.74,-0.65,5.74,-0.65,0.65,-0.28,6.39,6.39,6.39
29.78,5.75,-0.63,5.75,-0.63,0.63,-0.29,6.38,6.38,6.38
30.08,5.77,-0.60,5.77,-0.61,0.61,-0.30,6.38,6.37,6.37
30.38,5.78,-0.59,5.78,-0.59,0.59,-0.31,6.37,6.37,6.37
30.68,5.80,-0.57,5.80,-0.57,0.57,-0.31,6.37,6.37,6.37
30.99,5.81,-0.55,5.81,-0.55,0.56,-0.32,6.36,6.36,6.36
31.30,5.82,-0.54,5.82,-0.54,0.54,-0.33,6.36,6.36,6.36
31.61,5.82,-0.53,5.82,-0.52,0.52,-0.34,6.34,6.35,6.35
31.93,5.83,-0.51,5.83,-0.51,0.51,-0.34,6.33,6.33,6.34
32.24,5.84,-0.49,5.84,-0.49,0.49,-0.35,6.33,6.32,6.33
32.57,5.85,-0.47,5.85,-0.47,0.47,-0.36,6.31,6.31,6.32
32.89,5.86,-0.45,5.86,-0.44,0.44,-0.37,6.30,6.30,6.31
33.22,5.87,-0.42,5.87,-0.42,0.42,-0.38,6.29,6.29,6.29
33.55,5.89,-0.39,5.88,-0.39,0.39,-0.39,6.28,6.28,6.28
33.89,5.90,-0.37,5.90,-0.36,0.37,-0.40,6.27,6.27,6.27
34.23,5.91,-0.34,5.91,-0.34,0.34,-0.41,6.25,6.25,6.25
