frequency,raw,error,smoothed,error_smoothed,equalization,fixed_band_eq,equalized_raw,equalized_smoothed,target
20.00,5.10,1.19,5.10,1.19,-1.20,-0.42,3.90,3.90,3.91
20.20,5.12,1.21,5.12,1.22,-1.22,-0.42,3.90,3.90,3.91
20.40,5.13,1.23,5.14,1.24,-1.24,-0.43,3.89,3.90,3.90
20.61,5.16,1.27,5.16,1.27,-1.27,-0.44,3.89,3.89,3.89
20.81,5.18,1.30,5.17,1.30,-1.29,-0.45,3.89,3.88,3.88
21.02,5.19,1.32,5.19,1.33,-1.32,-0.46,3.87,3.87,3.87
21.23,5.21,1.35,5.21,1.35,-1.35,-0.47,3.86,3.86,3.86
21.44,5.23,1.37,5.23,1.38,-1.38,-0.48,3.85,3.85,3.86
21.66,5.25,1.40,5.25,1.41,-1.41,-0.49,3.83,3.83,3.85
21.87,5.27,1.44,5.27,1.44,-1.45,-0.51,3.82,3.82,3.83
22.09,5.29,1.48,5.29,1.49,-1.49,-0.52,3.80,3.80,3.81
22.31,5.31,1.53,5.31,1.53,-1.53,-0.53,3.78,3.78,3.78
22.54,5.33,1.57,5.32,1.57,-1.57,-0.54,3.76,3.76,3.76
22.76,5.34,1.60,5.34,1.61,-1.61,-0.55,3.73,3.73,3.74
22.99,5.36,1.64,5.36,1.65,-1.65,-0.57,3.71,3.71,3.72
23.22,5.39,1.69,5.38,1.69,-1.69,-0.58,3.70,3.70,3.70
23.45,5.41,1.73,5.41,1.73,-1.73,-0.59,3.68,3.68,3.68
23.69,5.42,1.76,5.42,1.76,-1.76,-0.60,3.66,3.66,3.66
23.92,5.44,1.79,5.44,1.80,-1.79,-0.62,3.65,3.64,3.65
24.16,5.45,1.82,5.45,1.82,-1.82,-0.63,3.63,3.63,3.63
24.40,5.47,1.85,5.47,1.85,-1.85,-0.65,3.62,3.61,3.62
24.65,5.48,1.87,5.48,1.88,-1.88,-0.66,3.60,3.60,3.61
24.89,5.50,1.90,5.50,1.90,-1.90,-0.68,3.60,3.60,3.60
25.14,5.52,1.93,5.51,1.93,-1.93,-0.69,3.59,3.59,3.59
25.39,5.53,1.95,5.53,1.95,-1.95,-0.71,3.58,3.58,3.58
25.65,5.54,1.97,5.54,1.98,-1.98,-0.73,3.56,3.56,3.57
25.91,5.56,2.00,5.56,2.00,-2.00,-0.74,3.55,3.55,3.56
26.16,5.57,2.02,5.57,2.03,-2.03,-0.76,3.54,3.54,3.55
26.43,5.59,2.05,5.59,2.05,-2.05,-0.78,3.54,3.54,3.54
26.69,5.61,2.08,5.60,2.08,-2.08,-0.79,3.53,3.53,3.53
26.96,5.62,2.10,5.62,2.10,-2.10,-0.81,3.52,3.52,3.52
27.23,5.63,2.12,5.63,2.13,-2.13,-0.83,3.50,3.51,3.51
27.50,5.65,2.15,5.64,2.15,-2.15,-0.85,3.50,3.49,3.50
27.77,5.66,2.17,5.66,2.17,-2.18,-0.87,3.48,3.48,3.49
28.05,5.67,2.19,5.67,2.20,-2.20,-0.89,3.47,3.47,3.48
28.33,5.69,2.22,5.69,2.22,-2.23,-0.91,3.46,3.46,3.47
28.62,5.70,2.25,5.70,2.25,-2.25,-0.93,3.44,3.45,3.45
28.90,5.72,2.28,5.72,2.28,-2.28,-0.96,3.44,3.43,3.44
29.19,5.73,2.31,5.73,2.31,-2.31,-0.98,3.42,3.42,3.42
29.48,5.74,2.34,5.74,2.34,-2.34,-1.00,3.40,3.40,3.40
29.78,5.75,2.36,5.75,2.37,-2.37,-1.03,3.38,3.38,3.39
30.08,5.77,2.40,5.77,2.40,-2.40,-1.05,3.37,3.37,3.37
30.38,5.78,2.42,5.78,2.43,-2.43,-1.08,3.35,3.36,3.36
30.68,5.80,2.46,5.80,2.46,-2.45,-1.10,3.35,3.35,3.34
30.99,5.81,2.47,5.81,2.47,-2.47,-1.13,3.34,3.34,3.34
31.30,5.82,2.49,5.82,2.49,-2.48,-1.16,3.33,3.33,3.33
31.61,5.82,2.49,5.82,2.50,-2.50,-1.18,3.32,3.32,3.33
31.93,5.83,2.51,5.83,2.51,-2.51,-1.21,3.31,3.32,3.32
32.24,5.84,2.52,5.84,2.52,-2.53,-1.24,3.31,3.31,3.32
32.57,5.85,2.54,5.85,2.54,-2.54,-1.27,3.31,3.30,3.31
32.89,5.86,2.55,5.86,2.56,-2.56,-1.30,3.30,3.30,3.31
33.22,5.87,2.57,5.87,2.58,-2.58,-1.33,3.29,3.29,3.30
33.55,5.89,2.60,5.88,2.60,-2.60,-1.36,3.29,3.28,3.29
33.89,5.90,2.62,5.90,2.63,-2.63,-1.40,3.27,3.27,3.28
34.23,5.91,2.65,5.91,2.65,-2.65,-1.43,3.26,3.26,3.26
34.57,5.93,2.68,5.93,2.68,-2.68,-1.47,3.25,3.25,3.25
34.92,5.94,2.70,5.94,2.70,-2.70,-1.50,3.24,3.24,3.24
35.27,5.95,2.72,5.95,2.73,-2.73,-1.54,3.22,3.22,3.23
35.62,5.96,2.75,5.96,2.75,-2.75,-1.58,3.21,3.21,3.21
35.97,5.97,2.77,5.97,2.77,-2.77,-1.61,3.20,3.20,3.20
36.33,5.97,2.78,5.97,2.79,-2.78,-1.65,3.19,3.19,3.19
36.70,5.97,2.79,5.97,2.79,-2.79,-1.69,3.18,3.18,3.18
37.06,5.97,2.80,5.97,2.80,-2.81,-1.73,3.16,3.16,3.17
37.43,5.97,2.81,5.97,2.81,-2.82,-1.78,3.15,3.15,3.16
37.81,5.97,2.82,5.97,2.82,-2.82,-1.82,3.14,3.14,3.15
38.19,5.97,2.83,5.97,2.83,-2.83,-1.86,3.13,3.13,3.14
38.57,5.97,2.84,5.97,2.84,-2.84,-1.91,3.12,3.12,3.13
