frequency,raw,error,smoothed,error_smoothed,equalization,fixed_band_eq,equalized_raw,equalized_smoothed,target
20.00,-45.39,-49.16,-45.38,-49.16,6.00,0.27,-39.39,-39.38,3.77
20.20,-44.59,-48.36,-44.59,-48.36,6.00,0.27,-38.59,-38.59,3.77
20.40,-43.79,-47.56,-43.80,-47.57,6.00,0.28,-37.79,-37.80,3.77
20.61,-43.02,-46.80,-43.01,-46.78,6.00,0.28,-37.02,-37.01,3.77
20.81,-42.21,-45.98,-42.22,-45.99,6.00,0.29,-36.21,-36.22,3.77
21.02,-41.43,-45.20,-41.42,-45.20,6.00,0.30,-35.43,-35.42,3.77
21.23,-40.63,-44.41,-40.63,-44.40,6.00,0.30,-34.63,-34.63,3.77
21.44,-39.83,-43.60,-39.84,-43.61,6.00,0.31,-33.83,-33.84,3.77
21.66,-39.06,-42.83,-39.04,-42.82,6.00,0.32,-33.06,-33.04,3.77
21.87,-38.24,-42.02,-38.25,-42.02,6.00,0.33,-32.24,-32.25,3.77
22.09,-37.46,-41.23,-37.46,-41.24,6.00,0.33,-31.46,-31.46,3.77
22.31,-36.66,-40.44,-36.67,-40.44,6.00,0.34,-30.66,-30.67,3.77
22.54,-35.90,-39.67,-35.88,-39.66,6.00,0.35,-29.90,-29.88,3.77
22.76,-35.09,-38.86,-35.09,-38.87,6.00,0.36,-29.09,-29.09,3.77
22.99,-34.30,-38.07,-34.30,-38.07,6.00,0.37,-28.30,-28.30,3.77
23.22,-33.51,-37.28,-33.51,-37.28,6.00,0.38,-27.51,-27.51,3.77
23.45,-32.71,-36.49,-32.72,-36.49,6.00,0.38,-26.71,-26.72,3.77
23.69,-31.94,-35.71,-31.93,-35.70,6.00,0.39,-25.94,-25.93,3.77
23.92,-31.13,-34.90,-31.13,-34.91,6.00,0.40,-25.13,-25.13,3.77
24.16,-30.34,-34.11,-30.34,-34.11,6.00,0.41,-24.34,-24.34,3.77
24.40,-29.53,-33.31,-29.54,-33.32,6.00,0.42,-23.53,-23.54,3.77
24.65,-28.76,-32.54,-28.75,-32.53,6.00,0.43,-22.76,-22.75,3.77
24.89,-27.95,-31.73,-27.96,-31.73,6.00,0.44,-21.95,-21.96,3.77
25.14,-27.17,-30.94,-27.17,-30.94,6.00,0.45,-21.17,-21.17,3.77
25.39,-26.37,-30.15,-26.38,-30.15,6.00,0.46,-20.37,-20.38,3.77
25.65,-25.59,-29.36,-25.58,-29.36,6.00,0.48,-19.59,-19.58,3.77
25.91,-24.78,-28.56,-24.77,-28.55,6.00,0.49,-18.78,-18.77,3.77
