frequency,raw,error,smoothed,error_smoothed,equalization,fixed_band_eq,equalized_raw,equalized_smoothed,target
20.00,5.10,-0.04,5.10,-0.05,0.05,-0.11,5.15,5.15,5.14
20.20,5.12,-0.02,5.12,-0.03,0.02,-0.11,5.14,5.14,5.14
20.40,5.13,-0.01,5.14,-0.01,0.00,-0.11,5.13,5.14,5.14
20.61,5.16,0.02,5.16,0.02,-0.02,-0.11,5.14,5.14,5.14
20.81,5.18,0.05,5.17,0.04,-0.04,-0.12,5.14,5.13,5.13
21.02,5.19,0.06,5.19,0.06,-0.06,-0.12,5.13,5.14,5.13
21.23,5.21,0.08,5.21,0.08,-0.07,-0.12,5.14,5.14,5.13
21.44,5.23,0.10,5.23,0.09,-0.09,-0.12,5.14,5.14,5.13
21.66,5.25,0.11,5.25,0.10,-0.09,-0.13,5.16,5.16,5.14
21.87,5.27,0.11,5.27,0.11,-0.10,-0.13,5.17,5.17,5.16
22.09,5.29,0.11,5.29,0.11,-0.10,-0.13,5.18,5.19,5.18
22.31,5.31,0.12,5.31,0.11,-0.11,-0.13,5.20,5.20,5.19
22.54,5.33,0.12,5.32,0.11,-0.12,-0.14,5.21,5.20,5.21
22.76,5.34,0.11,5.34,0.12,-0.14,-0.14,5.20,5.20,5.23
22.99,5.36,0.14,5.36,0.14,-0.16,-0.14,5.20,5.21,5.22
23.22,5.39,0.18,5.38,0.17,-0.18,-0.15,5.21,5.21,5.21
23.45,5.41,0.22,5.41,0.21,-0.20,-0.15,5.21,5.20,5.19
23.69,5.42,0.25,5.42,0.25,-0.23,-0.15,5.19,5.19,5.17
23.92,5.44,0.28,5.44,0.27,-0.26,-0.16,5.18,5.18,5.16
24.16,5.45,0.29,5.45,0.29,-0.28,-0.16,5.16,5.17,5.16
24.40,5.47,0.31,5.47,0.30,-0.31,-0.16,5.16,5.16,5.16
24.65,5.48,0.32,5.48,0.32,-0.33,-0.17,5.15,5.16,5.16
24.89,5.50,0.35,5.50,0.34,-0.34,-0.17,5.16,5.16,5.15
25.14,5.52,0.37,5.51,0.36,-0.36,-0.18,5.16,5.16,5.15
25.39,5.53,0.38,5.53,0.38,-0.37,-0.18,5.15,5.16,5.15
25.65,5.54,0.39,5.54,0.39,-0.39,-0.18,5.15,5.15,5.15
25.91,5.56,0.41,5.56,0.40,-0.41,-0.19,5.15,5.15,5.15
26.16,5.57,0.42,5.57,0.42,-0.42,-0.19,5.15,5.15,5.15
26.43,5.59,0.44,5.59,0.44,-0.44,-0.20,5.15,5.15,5.15
26.69,5.61,0.46,5.60,0.45,-0.45,-0.20,5.16,5.15,5.15
26.96,5.62,0.47,5.62,0.47,-0.46,-0.21,5.16,5.16,5.15
27.23,5.63,0.48,5.63,0.48,-0.48,-0.21,5.15,5.16,5.15
27.50,5.65,0.50,5.64,0.49,-0.49,-0.22,5.16,5.15,5.15
27.77,5.66,0.51,5.66,0.51,-0.51,-0.22,5.15,5.15,5.15
28.05,5.67,0.52,5.67,0.52,-0.52,-0.23,5.15,5.15,5.15
28.33,5.69,0.54,5.69,0.53,-0.53,-0.23,5.16,5.15,5.15
28.62,5.70,0.55,5.70,0.55,-0.55,-0.24,5.15,5.15,5.15
28.90,5.72,0.57,5.72,0.57,-0.57,-0.24,5.15,5.15,5.15
29.19,5.73,0.59,5.73,0.58,-0.59,-0.25,5.14,5.14,5.14
29.48,5.74,0.61,5.74,0.61,-0.61,-0.26,5.13,5.13,5.13
29.78,5.75,0.63,5.75,0.63,-0.63,-0.26,5.12,5.12,5.12
30.08,5.77,0.66,5.77,0.65,-0.65,-0.27,5.12,5.12,5.11
30.38,5.78,0.68,5.78,0.68,-0.67,-0.28,5.11,5.11,5.10
30.68,5.80,0.70,5.80,0.69,-0.69,-0.28,5.11,5.11,5.10
30.99,5.81,0.71,5.81,0.71,-0.70,-0.29,5.11,5.11,5.10
31.30,5.82,0.72,5.82,0.71,-0.71,-0.30,5.11,5.11,5.10
31.61,5.82,0.72,5.82,0.72,-0.72,-0.30,5.10,5.10,5.10
31.93,5.83,0.73,5.83,0.73,-0.73,-0.31,5.10,5.10,5.10
32.24,5.84,0.74,5.84,0.73,-0.74,-0.32,5.10,5.10,5.10
32.57,5.85,0.75,5.85,0.74,-0.75,-0.33,5.10,5.10,5.10
32.89,5.86,0.76,5.86,0.76,-0.76,-0.34,5.10,5.10,5.10
33.22,5.87,0.77,5.87,0.77,-0.77,-0.34,5.10,5.10,5.10
33.55,5.89,0.79,5.88,0.78,-0.78,-0.35,5.11,5.10,5.10
33.89,5.90,0.80,5.90,0.80,-0.80,-0.36,5.10,5.10,5.10
34.23,5.91,0.81,5.91,0.81,-0.81,-0.37,5.10,5.10,5.10
34.57,5.93,0.83,5.93,0.82,-0.82,-0.38,5.11,5.10,5.10
34.92,5.94,0.84,5.94,0.84,-0.83,-0.39,5.10,5.10,5.10
35.27,5.95,0.85,5.95,0.85,-0.84,-0.40,5.10,5.11,5.10
35.62,5.96,0.86,5.96,0.86,-0.85,-0.41,5.11,5.11,5.10
